,TF,Humidity,Windspeed,weather,Date,hour,cnt
570,48F,66%,10mph,Cloudy,2017-01-24,18,835
571,48F,66%,10mph,Mostly Cloudy,2017-01-24,19,494
572,48F,68%,14mph,Mostly Cloudy,2017-01-24,20,333
573,48F,68%,10mph,Cloudy,2017-01-24,21,219
574,47F,71%,9mph,Partly Cloudy,2017-01-24,22,132
575,48F,66%,16mph,Fair,2017-01-24,23,58
576,47F,68%,9mph,Fair,2017-01-25,0,17
577,48F,63%,5mph,Fair,2017-01-25,1,7
578,48F,58%,8mph,Fair,2017-01-25,2,5
579,46F,66%,6mph,Fair,2017-01-25,3,0
580,47F,63%,5mph,Fair,2017-01-25,4,9
581,45F,68%,7mph,Fair,2017-01-25,5,85
582,46F,63%,8mph,Fair,2017-01-25,6,261
583,47F,59%,7mph,Partly Cloudy,2017-01-25,7,737
584,49F,54%,8mph,Partly Cloudy,2017-01-25,8,1083
585,51F,50%,7mph,Fair,2017-01-25,9,444
586,52F,49%,0mph,Fair,2017-01-25,10,194
587,54F,49%,8mph,Fair,2017-01-25,11,273
588,56F,49%,12mph,Fair,2017-01-25,12,342
589,58F,42%,7mph,Fair,2017-01-25,13,357
590,60F,38%,8mph,Fair,2017-01-25,14,363
591,58F,46%,10mph,Fair,2017-01-25,15,486
592,57F,45%,7mph,Fair,2017-01-25,16,699
593,55F,53%,3mph,Partly Cloudy,2017-01-25,17,1231
594,56F,49%,5mph,Partly Cloudy,2017-01-25,18,949
595,52F,59%,6mph,Fair,2017-01-25,19,598
596,50F,68%,0mph,Fair,2017-01-25,20,353
597,49F,71%,5mph,Partly Cloudy,2017-01-25,21,270
598,49F,69%,5mph,Partly Cloudy,2017-01-25,22,176
599,49F,69%,0mph,Partly Cloudy,2017-01-25,23,84
600,50F,66%,0mph,Mostly Cloudy,2017-01-26,0,19
601,47F,80%,6mph,Mostly Cloudy,2017-01-26,1,10
602,48F,77%,8mph,Cloudy,2017-01-26,2,9
603,49F,74%,8mph,Cloudy,2017-01-26,3,6
604,50F,71%,6mph,Cloudy,2017-01-26,4,10
605,52F,66%,0mph,Fair,2017-01-26,5,58
606,52F,69%,6mph,Light Rain,2017-01-26,6,244
607,52F,71%,6mph,Light Rain,2017-01-26,7,697
608,53F,69%,3mph,Cloudy,2017-01-26,8,1131
609,51F,77%,0mph,Cloudy,2017-01-26,9,499
610,59F,49%,21mph,Partly Cloudy / Windy,2017-01-26,10,217
611,60F,39%,14mph,Partly Cloudy,2017-01-26,11,279
612,58F,39%,21mph,Partly Cloudy / Windy,2017-01-26,12,360
613,59F,33%,24mph,Partly Cloudy / Windy,2017-01-26,13,314
614,54F,34%,20mph,Fair,2017-01-26,14,307
615,52F,32%,30mph,Partly Cloudy / Windy,2017-01-26,15,373
616,49F,38%,16mph,Partly Cloudy,2017-01-26,16,520
617,48F,39%,14mph,Partly Cloudy,2017-01-26,17,974
618,48F,39%,21mph,Partly Cloudy / Windy,2017-01-26,18,784
619,47F,42%,16mph,Partly Cloudy,2017-01-26,19,483
620,47F,42%,12mph,Partly Cloudy,2017-01-26,20,346
621,46F,46%,8mph,Fair,2017-01-26,21,197
622,45F,52%,12mph,Fair,2017-01-26,22,138
623,44F,51%,13mph,Partly Cloudy,2017-01-26,23,73
624,43F,51%,9mph,Partly Cloudy,2017-01-27,0,25
625,43F,51%,5mph,Cloudy,2017-01-27,1,19
626,44F,49%,10mph,Mostly Cloudy,2017-01-27,2,2
627,44F,49%,13mph,Cloudy,2017-01-27,3,1
628,43F,51%,10mph,Cloudy,2017-01-27,4,7
629,42F,49%,15mph,Mostly Cloudy,2017-01-27,5,63
630,41F,49%,13mph,Mostly Cloudy,2017-01-27,6,182
631,40F,49%,15mph,Mostly Cloudy,2017-01-27,7,597
632,41F,41%,15mph,Fair,2017-01-27,8,954
633,43F,34%,21mph,Partly Cloudy / Windy,2017-01-27,9,474
634,44F,31%,21mph,Mostly Cloudy / Windy,2017-01-27,10,230
635,43F,34%,16mph,Mostly Cloudy,2017-01-27,11,249
636,43F,34%,20mph,Cloudy,2017-01-27,12,333
637,42F,35%,15mph,Cloudy,2017-01-27,13,323
638,42F,37%,20mph,Cloudy,2017-01-27,14,251
639,42F,32%,21mph,Cloudy / Windy,2017-01-27,15,375
640,41F,38%,15mph,Cloudy,2017-01-27,16,556
641,40F,38%,13mph,Cloudy,2017-01-27,17,860
642,39F,41%,9mph,Mostly Cloudy,2017-01-27,18,582
643,40F,41%,12mph,Cloudy,2017-01-27,19,307
644,38F,44%,12mph,Partly Cloudy,2017-01-27,20,185
645,39F,43%,12mph,Cloudy,2017-01-27,21,124
646,39F,41%,18mph,Cloudy,2017-01-27,22,120
647,38F,39%,18mph,Cloudy,2017-01-27,23,68
648,38F,43%,13mph,Cloudy,2017-01-28,0,59
649,37F,44%,9mph,Mostly Cloudy,2017-01-28,1,45
650,35F,50%,7mph,Fair,2017-01-28,2,30
651,33F,56%,6mph,Partly Cloudy,2017-01-28,3,16
652,34F,56%,7mph,Cloudy,2017-01-28,4,12
653,35F,50%,9mph,Cloudy,2017-01-28,5,5
654,34F,54%,8mph,Mostly Cloudy,2017-01-28,6,14
655,35F,52%,7mph,Cloudy,2017-01-28,7,64
656,35F,52%,9mph,Cloudy,2017-01-28,8,139
657,37F,50%,8mph,Cloudy,2017-01-28,9,257
658,39F,50%,8mph,Cloudy,2017-01-28,10,337
659,42F,43%,8mph,Mostly Cloudy,2017-01-28,11,391
660,46F,39%,9mph,Mostly Cloudy,2017-01-28,12,484
661,47F,36%,10mph,Mostly Cloudy,2017-01-28,13,493
662,49F,33%,12mph,Partly Cloudy,2017-01-28,14,546
663,49F,32%,7mph,Partly Cloudy,2017-01-28,15,555
664,47F,33%,10mph,Fair,2017-01-28,16,555
665,46F,35%,10mph,Fair,2017-01-28,17,439
666,42F,49%,9mph,Fair,2017-01-28,18,342
667,44F,40%,8mph,Fair,2017-01-28,19,270
668,40F,45%,9mph,Fair,2017-01-28,20,149
669,40F,51%,3mph,Partly Cloudy,2017-01-28,21,139
670,38F,62%,0mph,Fair,2017-01-28,22,134
671,37F,62%,5mph,Partly Cloudy,2017-01-28,23,80
672,36F,67%,5mph,Mostly Cloudy,2017-01-29,0,70
673,36F,64%,3mph,Cloudy,2017-01-29,1,61
674,36F,64%,5mph,Cloudy,2017-01-29,2,48
675,35F,72%,8mph,Mostly Cloudy,2017-01-29,3,26
676,37F,57%,3mph,Mostly Cloudy,2017-01-29,4,9
677,35F,67%,3mph,Mostly Cloudy,2017-01-29,5,6
678,37F,67%,3mph,Mostly Cloudy,2017-01-29,6,9
679,39F,57%,5mph,Cloudy,2017-01-29,7,33
680,40F,58%,6mph,Cloudy,2017-01-29,8,97
681,42F,51%,6mph,Cloudy,2017-01-29,9,165
682,45F,44%,10mph,Mostly Cloudy,2017-01-29,10,342
683,44F,42%,8mph,Mostly Cloudy,2017-01-29,11,382
684,46F,39%,12mph,Cloudy,2017-01-29,12,638
685,45F,39%,8mph,Cloudy,2017-01-29,13,530
686,46F,37%,8mph,Cloudy,2017-01-29,14,480
687,45F,39%,6mph,Cloudy,2017-01-29,15,584
688,45F,37%,7mph,Cloudy,2017-01-29,16,587
689,44F,45%,9mph,Cloudy,2017-01-29,17,387
690,42F,55%,13mph,Cloudy,2017-01-29,18,251
691,40F,68%,12mph,Cloudy,2017-01-29,19,199
692,39F,70%,6mph,Cloudy,2017-01-29,20,147
693,39F,70%,5mph,Cloudy,2017-01-29,21,102
694,39F,70%,9mph,Cloudy,2017-01-29,22,65
695,39F,73%,10mph,Cloudy,2017-01-29,23,32
696,38F,76%,8mph,Cloudy,2017-01-30,0,15
697,38F,68%,10mph,Light Snow,2017-01-30,1,12
698,36F,67%,16mph,Light Snow,2017-01-30,2,5
699,32F,96%,8mph,Light Snow,2017-01-30,3,0
700,32F,96%,7mph,Light Snow,2017-01-30,4,5
701,32F,92%,7mph,Light Snow,2017-01-30,5,49
702,33F,85%,8mph,Light Snow,2017-01-30,6,153
703,33F,78%,9mph,Mostly Cloudy,2017-01-30,7,385
704,34F,75%,8mph,Mostly Cloudy,2017-01-30,8,698
705,34F,70%,15mph,Cloudy,2017-01-30,9,316
706,34F,75%,9mph,Light Snow,2017-01-30,10,151
707,36F,62%,9mph,Cloudy,2017-01-30,11,147
708,38F,48%,18mph,Mostly Cloudy,2017-01-30,12,183
709,38F,43%,14mph,Cloudy,2017-01-30,13,191
710,35F,61%,7mph,Mostly Cloudy,2017-01-30,14,148
711,36F,48%,13mph,Mostly Cloudy,2017-01-30,15,210
712,37F,34%,13mph,Partly Cloudy,2017-01-30,16,374
713,35F,39%,12mph,Partly Cloudy,2017-01-30,17,793
714,34F,40%,9mph,Partly Cloudy,2017-01-30,18,660
715,34F,42%,18mph,Mostly Cloudy,2017-01-30,19,425
716,34F,44%,12mph,Cloudy,2017-01-30,20,251
717,32F,48%,6mph,Partly Cloudy,2017-01-30,21,145
718,32F,45%,5mph,Fair,2017-01-30,22,71
719,32F,48%,0mph,Fair,2017-01-30,23,33
720,30F,61%,3mph,Fair,2017-01-31,0,20
721,30F,66%,5mph,Cloudy,2017-01-31,1,7
722,31F,64%,6mph,Cloudy,2017-01-31,2,5
723,32F,56%,13mph,Cloudy,2017-01-31,3,4
724,32F,54%,14mph,Cloudy,2017-01-31,4,7
725,33F,50%,13mph,Cloudy,2017-01-31,5,58
726,34F,52%,12mph,Light Snow,2017-01-31,6,226
727,34F,54%,14mph,Cloudy,2017-01-31,7,572
728,37F,59%,14mph,Mostly Cloudy,2017-01-31,8,936
729,40F,49%,13mph,Mostly Cloudy,2017-01-31,9,447
730,41F,43%,17mph,Mostly Cloudy,2017-01-31,10,239
731,44F,43%,12mph,Mostly Cloudy,2017-01-31,11,224
732,49F,38%,14mph,Mostly Cloudy,2017-01-31,12,310
733,49F,46%,10mph,Mostly Cloudy,2017-01-31,13,247
734,55F,34%,8mph,Mostly Cloudy,2017-01-31,14,234
735,56F,33%,6mph,Mostly Cloudy,2017-01-31,15,380
736,55F,33%,5mph,Mostly Cloudy,2017-01-31,16,597
737,53F,34%,5mph,Mostly Cloudy,2017-01-31,17,1060
738,54F,29%,7mph,Mostly Cloudy,2017-01-31,18,875
739,52F,32%,8mph,Cloudy,2017-01-31,19,498
740,47F,46%,7mph,Cloudy,2017-01-31,20,365
741,46F,50%,0mph,Cloudy,2017-01-31,21,249
742,41F,79%,7mph,Cloudy,2017-01-31,22,151
743,43F,60%,0mph,Cloudy,2017-01-31,23,53
744,38F,76%,0mph,Fair,2017-02-01,0,27
745,37F,79%,5mph,Fair,2017-02-01,1,10
746,35F,89%,5mph,Fair,2017-02-01,2,9
747,34F,89%,7mph,Mostly Cloudy,2017-02-01,3,3
748,38F,76%,5mph,Cloudy,2017-02-01,4,6
749,36F,79%,5mph,Cloudy,2017-02-01,5,92
750,38F,89%,3mph,Cloudy,2017-02-01,6,250
751,38F,86%,6mph,Mostly Cloudy,2017-02-01,7,683
752,41F,82%,6mph,Cloudy,2017-02-01,8,1119
753,41F,76%,7mph,Mostly Cloudy,2017-02-01,9,485
754,42F,73%,5mph,Cloudy,2017-02-01,10,230
755,43F,65%,6mph,Cloudy,2017-02-01,11,271
756,44F,65%,7mph,Cloudy,2017-02-01,12,297
757,45F,58%,0mph,Cloudy,2017-02-01,13,281
758,47F,52%,0mph,Cloudy,2017-02-01,14,225
759,49F,43%,0mph,Mostly Cloudy,2017-02-01,15,323
760,50F,41%,6mph,Mostly Cloudy,2017-02-01,16,589
761,51F,41%,3mph,Cloudy,2017-02-01,17,1139
762,50F,48%,7mph,Cloudy,2017-02-01,18,824
763,50F,48%,7mph,Cloudy,2017-02-01,19,517
764,48F,54%,12mph,Cloudy,2017-02-01,20,343
765,46F,56%,9mph,Cloudy,2017-02-01,21,237
766,46F,56%,9mph,Cloudy,2017-02-01,22,187
767,45F,58%,10mph,Cloudy,2017-02-01,23,84
768,44F,60%,5mph,Cloudy,2017-02-02,0,25
769,44F,60%,5mph,Cloudy,2017-02-02,1,13
770,43F,62%,5mph,Cloudy,2017-02-02,2,2
771,43F,71%,0mph,Cloudy,2017-02-02,3,5
772,44F,60%,0mph,Cloudy,2017-02-02,4,8
773,43F,65%,3mph,Cloudy,2017-02-02,5,55
774,41F,67%,5mph,Mostly Cloudy,2017-02-02,6,251
775,41F,67%,5mph,Mostly Cloudy,2017-02-02,7,704
776,45F,52%,8mph,Mostly Cloudy,2017-02-02,8,1109
777,45F,53%,7mph,Mostly Cloudy,2017-02-02,9,478
778,46F,47%,12mph,Mostly Cloudy,2017-02-02,10,199
779,47F,42%,9mph,Cloudy,2017-02-02,11,226
780,47F,46%,7mph,Mostly Cloudy,2017-02-02,12,301
781,48F,41%,8mph,Cloudy,2017-02-02,13,309
782,49F,38%,7mph,Mostly Cloudy,2017-02-02,14,251
783,49F,33%,10mph,Mostly Cloudy,2017-02-02,15,369
784,47F,30%,17mph,Fair,2017-02-02,16,553
785,45F,33%,15mph,Fair,2017-02-02,17,954
786,42F,38%,6mph,Fair,2017-02-02,18,758
787,41F,38%,10mph,Fair,2017-02-02,19,415
788,40F,38%,13mph,Partly Cloudy,2017-02-02,20,280
789,38F,41%,17mph,Cloudy,2017-02-02,21,200
790,37F,39%,13mph,Partly Cloudy,2017-02-02,22,125
791,37F,37%,10mph,Mostly Cloudy,2017-02-02,23,59
792,36F,39%,13mph,Cloudy,2017-02-03,0,50
793,36F,37%,9mph,Cloudy,2017-02-03,1,16
794,36F,34%,7mph,Cloudy,2017-02-03,2,5
795,35F,39%,6mph,Cloudy,2017-02-03,3,1
796,34F,42%,6mph,Cloudy,2017-02-03,4,6
797,34F,40%,9mph,Cloudy,2017-02-03,5,54
798,34F,38%,9mph,Cloudy,2017-02-03,6,187
799,34F,40%,9mph,Cloudy,2017-02-03,7,530
800,35F,39%,9mph,Cloudy,2017-02-03,8,916
801,37F,34%,13mph,Cloudy,2017-02-03,9,472
802,36F,36%,7mph,Cloudy,2017-02-03,10,221
803,38F,33%,7mph,Cloudy,2017-02-03,11,265
804,38F,33%,9mph,Cloudy,2017-02-03,12,301
805,39F,33%,9mph,Cloudy,2017-02-03,13,305
806,39F,32%,8mph,Cloudy,2017-02-03,14,268
807,38F,36%,14mph,Cloudy,2017-02-03,15,360
808,37F,36%,12mph,Cloudy,2017-02-03,16,487
809,36F,36%,14mph,Cloudy,2017-02-03,17,776
810,36F,36%,10mph,Cloudy,2017-02-03,18,548
811,36F,36%,16mph,Cloudy,2017-02-03,19,306
812,33F,38%,18mph,Fair,2017-02-03,20,182
813,32F,40%,16mph,Mostly Cloudy,2017-02-03,21,134
814,32F,42%,14mph,Mostly Cloudy,2017-02-03,22,87
815,31F,40%,17mph,Fair,2017-02-03,23,66
816,29F,45%,15mph,Fair,2017-02-04,0,49
817,28F,39%,10mph,Fair,2017-02-04,1,33
818,28F,39%,18mph,Fair,2017-02-04,2,6
819,27F,43%,10mph,Fair,2017-02-04,3,9
820,26F,47%,9mph,Fair,2017-02-04,4,6
821,25F,49%,7mph,Fair,2017-02-04,5,9
822,25F,51%,7mph,Fair,2017-02-04,6,19
823,27F,47%,9mph,Fair,2017-02-04,7,68
824,29F,43%,8mph,Fair,2017-02-04,8,141
825,31F,38%,7mph,Fair,2017-02-04,9,251
826,33F,32%,10mph,Fair,2017-02-04,10,260
827,36F,25%,8mph,Fair,2017-02-04,11,373
828,37F,25%,9mph,Fair,2017-02-04,12,413
829,39F,22%,9mph,Partly Cloudy,2017-02-04,13,447
830,40F,20%,10mph,Partly Cloudy,2017-02-04,14,491
831,40F,20%,10mph,Partly Cloudy,2017-02-04,15,478
832,39F,20%,8mph,Mostly Cloudy,2017-02-04,16,466
833,37F,28%,10mph,Cloudy,2017-02-04,17,371
834,36F,36%,10mph,Mostly Cloudy,2017-02-04,18,259
835,35F,34%,10mph,Cloudy,2017-02-04,19,201
836,34F,40%,9mph,Cloudy,2017-02-04,20,166
837,33F,50%,9mph,Mostly Cloudy,2017-02-04,21,105
838,34F,44%,10mph,Mostly Cloudy,2017-02-04,22,113
839,34F,42%,9mph,Cloudy,2017-02-04,23,73
840,34F,40%,10mph,Cloudy,2017-02-05,0,57
841,34F,40%,15mph,Mostly Cloudy,2017-02-05,1,50
842,33F,43%,13mph,Fair,2017-02-05,2,37
843,32F,50%,10mph,Fair,2017-02-05,3,17
844,34F,48%,16mph,Cloudy,2017-02-05,4,6
845,35F,44%,13mph,Cloudy,2017-02-05,5,8
846,36F,43%,9mph,Cloudy,2017-02-05,6,16
847,36F,44%,9mph,Cloudy,2017-02-05,7,50
848,37F,42%,12mph,Cloudy,2017-02-05,8,112
849,40F,36%,13mph,Mostly Cloudy,2017-02-05,9,180
850,43F,32%,13mph,Mostly Cloudy,2017-02-05,10,355
851,44F,38%,10mph,Mostly Cloudy,2017-02-05,11,426
852,49F,29%,12mph,Mostly Cloudy,2017-02-05,12,505
853,50F,31%,12mph,Cloudy,2017-02-05,13,516
854,52F,34%,10mph,Mostly Cloudy,2017-02-05,14,518
855,54F,34%,8mph,Fair,2017-02-05,15,562
856,53F,35%,9mph,Partly Cloudy,2017-02-05,16,521
857,51F,38%,3mph,Fair,2017-02-05,17,524
858,51F,39%,6mph,Fair,2017-02-05,18,335
859,44F,58%,3mph,Fair,2017-02-05,19,143
860,42F,62%,6mph,Fair,2017-02-05,20,105
861,41F,70%,8mph,Fair,2017-02-05,21,90
862,40F,68%,6mph,Fair,2017-02-05,22,256
863,38F,79%,8mph,Fair,2017-02-05,23,100
864,40F,73%,5mph,Fair,2017-02-06,0,22
865,38F,83%,0mph,Mostly Cloudy,2017-02-06,1,10
866,35F,78%,7mph,Mostly Cloudy,2017-02-06,2,16
867,36F,86%,5mph,Partly Cloudy,2017-02-06,3,8
868,33F,89%,3mph,Fair,2017-02-06,4,6
869,35F,85%,5mph,Fair,2017-02-06,5,56
870,35F,85%,5mph,Fair,2017-02-06,6,193
871,35F,92%,6mph,Fair,2017-02-06,7,573
872,40F,79%,5mph,Partly Cloudy,2017-02-06,8,1161
873,45F,68%,7mph,Partly Cloudy,2017-02-06,9,449
874,50F,50%,6mph,Partly Cloudy,2017-02-06,10,203
875,53F,48%,12mph,Mostly Cloudy,2017-02-06,11,264
876,56F,44%,9mph,Mostly Cloudy,2017-02-06,12,311
877,58F,41%,9mph,Partly Cloudy,2017-02-06,13,331
878,58F,41%,13mph,Fair,2017-02-06,14,304
879,59F,41%,10mph,Partly Cloudy,2017-02-06,15,408
880,57F,44%,8mph,Partly Cloudy,2017-02-06,16,644
881,53F,50%,9mph,Partly Cloudy,2017-02-06,17,1204
882,53F,52%,8mph,Partly Cloudy,2017-02-06,18,933
883,50F,59%,8mph,Cloudy,2017-02-06,19,539
884,48F,66%,12mph,Mostly Cloudy,2017-02-06,20,334
885,49F,64%,12mph,Mostly Cloudy,2017-02-06,21,233
886,47F,68%,12mph,Mostly Cloudy,2017-02-06,22,145
887,49F,66%,13mph,Cloudy,2017-02-06,23,52
888,50F,66%,13mph,Light Rain,2017-02-07,0,14
889,50F,68%,10mph,Light Rain,2017-02-07,1,9
890,51F,63%,13mph,Cloudy,2017-02-07,2,0
891,51F,61%,6mph,Mostly Cloudy,2017-02-07,3,3
892,50F,63%,9mph,Cloudy,2017-02-07,4,5
893,49F,66%,8mph,Cloudy,2017-02-07,5,69
894,51F,63%,8mph,Mostly Cloudy,2017-02-07,6,292
895,53F,64%,10mph,Cloudy,2017-02-07,7,710
896,52F,66%,10mph,Cloudy,2017-02-07,8,1194
897,56F,62%,10mph,Cloudy,2017-02-07,9,467
898,59F,60%,9mph,Cloudy,2017-02-07,10,265
899,63F,56%,13mph,Cloudy,2017-02-07,11,309
900,66F,56%,10mph,Cloudy,2017-02-07,12,396
901,65F,56%,15mph,Cloudy,2017-02-07,13,413
902,71F,49%,20mph,Cloudy,2017-02-07,14,321
903,71F,47%,16mph,Cloudy,2017-02-07,15,462
904,71F,47%,17mph,Cloudy,2017-02-07,16,733
905,64F,56%,16mph,Mostly Cloudy,2017-02-07,17,1441
906,63F,60%,17mph,Cloudy,2017-02-07,18,1048
907,61F,64%,17mph,Cloudy,2017-02-07,19,652
908,62F,67%,17mph,Mostly Cloudy,2017-02-07,20,405
909,61F,70%,17mph,Cloudy,2017-02-07,21,308
910,60F,72%,16mph,Cloudy,2017-02-07,22,203
911,64F,70%,18mph,Cloudy,2017-02-07,23,77
912,63F,72%,12mph,Cloudy,2017-02-08,0,30
913,64F,70%,14mph,Cloudy,2017-02-08,1,17
914,63F,70%,12mph,Cloudy,2017-02-08,2,5
915,60F,75%,9mph,Cloudy,2017-02-08,3,6
916,56F,84%,10mph,Cloudy,2017-02-08,4,8
917,57F,77%,9mph,Cloudy,2017-02-08,5,98
918,52F,89%,8mph,Mostly Cloudy,2017-02-08,6,321
919,55F,83%,3mph,Mostly Cloudy,2017-02-08,7,863
920,59F,78%,7mph,Mostly Cloudy,2017-02-08,8,1252
921,66F,56%,5mph,Mostly Cloudy,2017-02-08,9,490
922,67F,57%,5mph,Mostly Cloudy,2017-02-08,10,267
923,73F,38%,15mph,Mostly Cloudy,2017-02-08,11,339
924,72F,41%,13mph,Mostly Cloudy,2017-02-08,12,502
925,72F,40%,12mph,Mostly Cloudy,2017-02-08,13,497
926,70F,42%,15mph,Mostly Cloudy,2017-02-08,14,455
927,68F,43%,12mph,Mostly Cloudy,2017-02-08,15,477
928,64F,48%,12mph,Mostly Cloudy,2017-02-08,16,817
929,60F,53%,10mph,Mostly Cloudy,2017-02-08,17,1509
930,59F,58%,9mph,Cloudy,2017-02-08,18,1094
931,57F,57%,8mph,Cloudy,2017-02-08,19,625
932,56F,57%,8mph,Cloudy,2017-02-08,20,418
933,54F,64%,10mph,Cloudy,2017-02-08,21,285
934,53F,64%,12mph,Cloudy,2017-02-08,22,157
935,53F,64%,8mph,Light Rain,2017-02-08,23,87
936,51F,71%,7mph,Cloudy,2017-02-09,0,23
937,51F,71%,7mph,Cloudy,2017-02-09,1,7
938,50F,77%,8mph,Light Rain,2017-02-09,2,5
939,48F,89%,16mph,Light Rain,2017-02-09,3,0
940,44F,89%,25mph,Light Rain / Windy,2017-02-09,4,4
941,39F,86%,22mph,Light Rain / Windy,2017-02-09,5,35
942,37F,89%,24mph,Light Rain / Windy,2017-02-09,6,164
943,37F,82%,23mph,Cloudy / Windy,2017-02-09,7,449
944,37F,79%,22mph,Cloudy / Windy,2017-02-09,8,835
945,37F,67%,33mph,Cloudy / Windy,2017-02-09,9,413
946,36F,57%,31mph,Mostly Cloudy / Windy,2017-02-09,10,179
947,35F,57%,23mph,Mostly Cloudy / Windy,2017-02-09,11,162
948,35F,48%,21mph,Mostly Cloudy / Windy,2017-02-09,12,221
949,36F,46%,21mph,Mostly Cloudy / Windy,2017-02-09,13,191
950,35F,39%,30mph,Mostly Cloudy / Windy,2017-02-09,14,181
951,35F,46%,20mph,Mostly Cloudy,2017-02-09,15,206
952,32F,56%,21mph,Light Snow / Windy,2017-02-09,16,370
953,31F,43%,18mph,Partly Cloudy,2017-02-09,17,669
954,30F,36%,25mph,Partly Cloudy / Windy,2017-02-09,18,538
955,29F,40%,16mph,Partly Cloudy,2017-02-09,19,295
956,28F,41%,28mph,Partly Cloudy / Windy,2017-02-09,20,165
957,28F,45%,22mph,Mostly Cloudy / Windy,2017-02-09,21,135
958,27F,51%,20mph,Mostly Cloudy,2017-02-09,22,81
959,26F,41%,21mph,Fair / Windy,2017-02-09,23,41
960,25F,41%,17mph,Fair,2017-02-10,0,19
961,24F,44%,14mph,Fair,2017-02-10,1,10
962,24F,46%,13mph,Fair,2017-02-10,2,8
963,24F,46%,13mph,Fair,2017-02-10,3,1
964,24F,46%,12mph,Fair,2017-02-10,4,5
965,24F,48%,7mph,Fair,2017-02-10,5,34
966,24F,48%,6mph,Mostly Cloudy,2017-02-10,6,159
967,25F,51%,8mph,Cloudy,2017-02-10,7,411
968,27F,47%,9mph,Mostly Cloudy,2017-02-10,8,772
969,30F,38%,12mph,Mostly Cloudy,2017-02-10,9,394
970,32F,35%,15mph,Mostly Cloudy,2017-02-10,10,193
971,35F,30%,12mph,Partly Cloudy,2017-02-10,11,202
972,37F,29%,14mph,Partly Cloudy,2017-02-10,12,324
973,38F,28%,10mph,Cloudy,2017-02-10,13,287
974,38F,27%,12mph,Cloudy,2017-02-10,14,250
975,37F,29%,14mph,Cloudy,2017-02-10,15,343
976,37F,29%,12mph,Cloudy,2017-02-10,16,508
977,37F,34%,12mph,Cloudy,2017-02-10,17,746
978,36F,34%,12mph,Cloudy,2017-02-10,18,505
979,37F,33%,13mph,Cloudy,2017-02-10,19,303
980,37F,34%,12mph,Cloudy,2017-02-10,20,170
981,37F,36%,13mph,Cloudy,2017-02-10,21,131
982,38F,36%,10mph,Cloudy,2017-02-10,22,104
983,38F,38%,10mph,Cloudy,2017-02-10,23,95
984,38F,43%,13mph,Cloudy,2017-02-11,0,52
985,37F,41%,7mph,Partly Cloudy,2017-02-11,1,47
986,36F,48%,7mph,Partly Cloudy,2017-02-11,2,30
987,35F,54%,7mph,Cloudy,2017-02-11,3,21
988,37F,52%,0mph,Mostly Cloudy,2017-02-11,4,9
989,40F,47%,3mph,Cloudy,2017-02-11,5,7
990,39F,53%,3mph,Mostly Cloudy,2017-02-11,6,19
991,41F,55%,7mph,Cloudy,2017-02-11,7,74
992,45F,52%,7mph,Mostly Cloudy,2017-02-11,8,155
993,48F,42%,14mph,Fair,2017-02-11,9,289
994,49F,50%,8mph,Mostly Cloudy,2017-02-11,10,407
995,51F,43%,9mph,Cloudy,2017-02-11,11,507
996,50F,50%,8mph,Cloudy,2017-02-11,12,650
997,49F,59%,7mph,Cloudy,2017-02-11,13,622
998,50F,57%,7mph,Mostly Cloudy,2017-02-11,14,650
999,52F,47%,3mph,Cloudy,2017-02-11,15,656
1000,50F,54%,5mph,Cloudy,2017-02-11,16,613
1001,50F,50%,3mph,Cloudy,2017-02-11,17,566
1002,49F,59%,3mph,Cloudy,2017-02-11,18,459
1003,49F,56%,0mph,Cloudy,2017-02-11,19,292
1004,48F,61%,0mph,Cloudy,2017-02-11,20,207
1005,46F,71%,0mph,Cloudy,2017-02-11,21,215
1006,48F,61%,0mph,Cloudy,2017-02-11,22,138
1007,48F,61%,0mph,Cloudy,2017-02-11,23,136
1008,45F,76%,5mph,Cloudy,2017-02-12,0,102
1009,48F,63%,7mph,Cloudy,2017-02-12,1,91
1010,47F,66%,8mph,Cloudy,2017-02-12,2,61
1011,49F,59%,5mph,Cloudy,2017-02-12,3,30
1012,47F,66%,8mph,Cloudy,2017-02-12,4,15
1013,47F,66%,9mph,Cloudy,2017-02-12,5,10
1014,48F,63%,6mph,Cloudy,2017-02-12,6,17
1015,48F,66%,7mph,Cloudy,2017-02-12,7,48
1016,47F,71%,6mph,Cloudy,2017-02-12,8,115
1017,48F,74%,8mph,Cloudy,2017-02-12,9,196
1018,48F,77%,6mph,Light Rain,2017-02-12,10,231
1019,49F,86%,8mph,Cloudy,2017-02-12,11,177
1020,51F,83%,7mph,Mostly Cloudy,2017-02-12,12,334
